month,product_id,actual_units_sold
2022-04-01,P002,9042
2022-04-01,P003,1130
2022-04-01,P004,9216
2022-04-01,P005,1438
2022-04-01,P006,1694
2022-04-01,P007,1833
2022-04-01,P008,1798
2022-04-01,P009,2642
2022-04-01,P010,2465
2022-04-01,P011,5603
2022-04-01,P012,1665
2022-04-01,P013,5351
2022-04-01,P014,2680
2022-04-01,P015,3284
2022-04-01,P016,2579
2022-04-01,P017,4384
2022-04-01,P018,1583
2022-04-01,P019,3010
2022-04-01,P020,5896
2022-04-01,P021,2359
2022-04-01,P022,3273
2022-04-01,P023,893
2022-04-01,P024,2232
2022-04-01,P025,1019
2022-04-01,P026,2051
2022-04-01,P027,5694
2022-04-01,P028,3555
2022-04-01,P029,5048
2022-04-01,P030,6501
2022-04-01,P031,2289
2022-04-01,P032,4351
2022-04-01,P033,6068
2022-04-01,P034,5663
2022-04-01,P035,6653
2022-04-01,P036,4282
2022-04-01,P037,1777
2022-04-01,P038,2288
2022-04-01,P039,2276
2022-04-01,P040,6492
2022-05-01,P001,3138
2022-05-01,P002,8491
2022-05-01,P003,859
2022-05-01,P004,8945
2022-05-01,P005,1051
2022-05-01,P006,890
2022-05-01,P007,2164
2022-05-01,P008,1556
2022-05-01,P009,2683
2022-05-01,P010,1941
2022-05-01,P011,8592
2022-05-01,P012,2223
2022-05-01,P013,8909
2022-05-01,P014,2344
2022-05-01,P015,2261
2022-05-01,P016,2751
2022-05-01,P017,2335
2022-05-01,P018,1874
2022-05-01,P019,3737
2022-05-01,P020,3439
2022-05-01,P021,2117
2022-05-01,P022,1835
2022-05-01,P023,805
2022-05-01,P024,1909
2022-05-01,P025,700
2022-05-01,P026,1960
2022-05-01,P027,7078
2022-05-01,P028,3369
2022-05-01,P029,2807
2022-05-01,P030,6148
2022-05-01,P031,2416
2022-05-01,P032,2153
2022-05-01,P033,4965
2022-05-01,P034,3255
2022-05-01,P035,5890
2022-05-01,P036,3967
2022-05-01,P037,1757
2022-05-01,P038,2862
2022-05-01,P039,2966
2022-05-01,P040,6962
2022-06-01,P001,2564
2022-06-01,P002,5300
2022-06-01,P003,1009
2022-06-01,P004,5832
2022-06-01,P005,1478
2022-06-01,P006,1246
2022-06-01,P007,1449
2022-06-01,P008,1516
2022-06-01,P009,2871
2022-06-01,P010,2664
2022-06-01,P011,5609
2022-06-01,P012,1572
2022-06-01,P013,8366
2022-06-01,P014,1521
2022-06-01,P015,1853
2022-06-01,P016,3266
2022-06-01,P017,4082
2022-06-01,P018,1832
2022-06-01,P019,4068
2022-06-01,P020,5231
2022-06-01,P021,2427
2022-06-01,P022,3508
2022-06-01,P023,875
2022-06-01,P024,1572
2022-06-01,P025,998
2022-06-01,P026,1814
2022-06-01,P027,5241
2022-06-01,P028,2736
2022-06-01,P029,6838
2022-06-01,P030,7791
2022-06-01,P031,1761
2022-06-01,P032,4233
2022-06-01,P033,4971
2022-06-01,P034,3853
2022-06-01,P035,5376
2022-06-01,P036,3301
2022-06-01,P037,1659
2022-06-01,P038,3385
2022-06-01,P039,2301
2022-06-01,P040,6391
2022-07-01,P001,2107
2022-07-01,P002,6445
2022-07-01,P003,757
2022-07-01,P004,5921
2022-07-01,P005,1783
2022-07-01,P006,842
2022-07-01,P007,1936
2022-07-01,P008,1296
2022-07-01,P009,2431
2022-07-01,P010,1815
2022-07-01,P011,9691
2022-07-01,P012,1791
2022-07-01,P013,8086
2022-07-01,P014,1534
2022-07-01,P015,2563
2022-07-01,P016,2818
2022-07-01,P017,2449
2022-07-01,P018,1581
2022-07-01,P019,3090
2022-07-01,P020,4950
2022-07-01,P021,2121
2022-07-01,P022,2242
2022-07-01,P023,1043
2022-07-01,P024,2008
2022-07-01,P025,525
2022-07-01,P026,1476
2022-07-01,P027,5276
2022-07-01,P028,2143
2022-07-01,P029,4574
2022-07-01,P030,8511
2022-07-01,P031,1550
2022-07-01,P032,3623
2022-07-01,P033,3866
2022-07-01,P034,3271
2022-07-01,P035,5830
2022-07-01,P036,3614
2022-07-01,P037,1573
2022-07-01,P038,1427
2022-07-01,P039,2640
2022-07-01,P040,7212
2022-08-01,P001,2047
2022-08-01,P002,7250
2022-08-01,P003,566
2022-08-01,P004,7334
2022-08-01,P005,1335
2022-08-01,P006,1043
2022-08-01,P007,1489
2022-08-01,P008,1164
2022-08-01,P009,2372
2022-08-01,P010,2281
2022-08-01,P011,8014
2022-08-01,P012,1381
2022-08-01,P013,6927
2022-08-01,P014,1749
2022-08-01,P015,2944
2022-08-01,P016,1746
2022-08-01,P017,4182
2022-08-01,P018,1833
2022-08-01,P019,2335
2022-08-01,P020,5964
2022-08-01,P021,2183
2022-08-01,P022,2342
2022-08-01,P023,785
2022-08-01,P024,1500
2022-08-01,P025,788
2022-08-01,P026,1551
2022-08-01,P027,6467
2022-08-01,P028,2993
2022-08-01,P029,3482
2022-08-01,P030,7346
2022-08-01,P031,1911
2022-08-01,P032,3517
2022-08-01,P033,5036
2022-08-01,P034,3310
2022-08-01,P035,3393
2022-08-01,P036,3130
2022-08-01,P037,949
2022-08-01,P038,2212
2022-08-01,P039,1803
2022-08-01,P040,5435
2022-09-01,P001,1160
2022-09-01,P002,4595
2022-09-01,P003,812
2022-09-01,P004,4843
2022-09-01,P005,1421
2022-09-01,P006,790
2022-09-01,P007,1810
2022-09-01,P008,1169
2022-09-01,P009,2089
2022-09-01,P010,2994
2022-09-01,P011,8701
2022-09-01,P012,1238
2022-09-01,P013,5214
2022-09-01,P014,1673
2022-09-01,P015,2113
2022-09-01,P016,2247
2022-09-01,P017,2896
2022-09-01,P018,1751
2022-09-01,P019,2499
2022-09-01,P020,5670
2022-09-01,P021,1828
2022-09-01,P022,2507
2022-09-01,P023,778
2022-09-01,P024,1689
2022-09-01,P025,687
2022-09-01,P026,1155
2022-09-01,P027,5194
2022-09-01,P028,3215
2022-09-01,P029,3951
2022-09-01,P030,4411
2022-09-01,P031,1290
2022-09-01,P032,2314
2022-09-01,P033,2668
2022-09-01,P034,3367
2022-09-01,P035,4807
2022-09-01,P036,3484
2022-09-01,P037,751
2022-09-01,P038,1913
2022-09-01,P039,1673
2022-09-01,P040,7965
2022-10-01,P001,1540
2022-10-01,P002,5519
2022-10-01,P003,857
2022-10-01,P004,5953
2022-10-01,P005,1438
2022-10-01,P006,1011
2022-10-01,P007,1541
2022-10-01,P008,1294
2022-10-01,P009,1659
2022-10-01,P010,2350
2022-10-01,P011,4736
2022-10-01,P012,1340
2022-10-01,P013,5992
2022-10-01,P014,1556
2022-10-01,P015,1866
2022-10-01,P016,1989
2022-10-01,P017,2416
2022-10-01,P018,1268
2022-10-01,P019,2050
2022-10-01,P020,4044
2022-10-01,P021,1481
2022-10-01,P022,2064
2022-10-01,P023,584
2022-10-01,P024,1302
2022-10-01,P025,682
2022-10-01,P026,1653
2022-10-01,P027,4959
2022-10-01,P028,2567
2022-10-01,P029,4180
2022-10-01,P030,3360
2022-10-01,P031,1549
2022-10-01,P032,3869
2022-10-01,P033,4143
2022-10-01,P034,3266
2022-10-01,P035,4258
2022-10-01,P036,3967
2022-10-01,P037,793
2022-10-01,P038,1290
2022-10-01,P039,1750
2022-10-01,P040,4704
2022-11-01,P001,2347
2022-11-01,P002,5749
2022-11-01,P003,476
2022-11-01,P004,4178
2022-11-01,P005,676
2022-11-01,P006,980
2022-11-01,P007,1470
2022-11-01,P008,1125
2022-11-01,P009,2376
2022-11-01,P010,2539
2022-11-01,P011,6463
2022-11-01,P012,859
2022-11-01,P013,6660
2022-11-01,P014,1926
2022-11-01,P015,2040
2022-11-01,P016,2701
2022-11-01,P017,2418
2022-11-01,P018,1890
2022-11-01,P019,2160
2022-11-01,P020,4476
2022-11-01,P021,1381
2022-11-01,P022,1507
2022-11-01,P023,917
2022-11-01,P024,1406
2022-11-01,P025,856
2022-11-01,P026,1426
2022-11-01,P027,4667
2022-11-01,P028,3406
2022-11-01,P029,3763
2022-11-01,P030,3832
2022-11-01,P031,1418
2022-11-01,P032,3270
2022-11-01,P033,4463
2022-11-01,P034,2267
2022-11-01,P035,3363
2022-11-01,P036,3134
2022-11-01,P037,1186
2022-11-01,P038,1444
2022-11-01,P039,1532
2022-11-01,P040,4805
2022-12-01,P001,2338
2022-12-01,P002,7586
2022-12-01,P003,717
2022-12-01,P004,5490
2022-12-01,P005,1459
2022-12-01,P006,942
2022-12-01,P007,1348
2022-12-01,P008,1105
2022-12-01,P009,1876
2022-12-01,P010,1673
2022-12-01,P011,7351
2022-12-01,P012,1551
2022-12-01,P013,4306
2022-12-01,P014,1890
2022-12-01,P015,1955
2022-12-01,P016,2593
2022-12-01,P017,3346
2022-12-01,P018,1091
2022-12-01,P019,2167
2022-12-01,P020,4167
2022-12-01,P021,2202
2022-12-01,P022,1098
2022-12-01,P023,828
2022-12-01,P024,1858
2022-12-01,P025,798
2022-12-01,P026,1600
2022-12-01,P027,4360
2022-12-01,P028,2848
2022-12-01,P029,2963
2022-12-01,P030,3364
2022-12-01,P031,1924
2022-12-01,P032,2694
2022-12-01,P033,4000
2022-12-01,P034,2540
2022-12-01,P035,3005
2022-12-01,P036,3609
2022-12-01,P037,1173
2022-12-01,P038,2281
2022-12-01,P039,1989
2022-12-01,P040,6370
2023-01-01,P001,2360
2023-01-01,P002,9296
2023-01-01,P003,659
2023-01-01,P004,6376
2023-01-01,P005,1855
2023-01-01,P006,1409
2023-01-01,P007,1392
2023-01-01,P008,1317
2023-01-01,P009,2852
2023-01-01,P010,2599
2023-01-01,P011,8007
2023-01-01,P012,1451
2023-01-01,P013,6304
2023-01-01,P014,2132
2023-01-01,P015,2101
2023-01-01,P016,2624
2023-01-01,P017,3687
2023-01-01,P018,1404
2023-01-01,P019,3189
2023-01-01,P020,7097
2023-01-01,P021,1565
2023-01-01,P022,2270
2023-01-01,P023,746
2023-01-01,P024,1846
2023-01-01,P025,888
2023-01-01,P026,1792
2023-01-01,P027,6782
2023-01-01,P028,3259
2023-01-01,P029,5450
2023-01-01,P030,3641
2023-01-01,P031,2249
2023-01-01,P032,3669
2023-01-01,P033,5790
2023-01-01,P034,2876
2023-01-01,P035,3777
2023-01-01,P036,4138
2023-01-01,P037,1457
2023-01-01,P038,2425
2023-01-01,P039,2378
2023-01-01,P040,4191
2023-02-01,P001,2792
2023-02-01,P002,7617
2023-02-01,P003,827
2023-02-01,P004,4896
2023-02-01,P005,1808
2023-02-01,P006,774
2023-02-01,P007,2041
2023-02-01,P008,1173
2023-02-01,P009,2490
2023-02-01,P010,2478
2023-02-01,P011,10233
2023-02-01,P012,1571
2023-02-01,P013,6328
2023-02-01,P014,2015
2023-02-01,P015,2988
2023-02-01,P016,3120
2023-02-01,P017,3605
2023-02-01,P018,1647
2023-02-01,P019,2369
2023-02-01,P020,5200
2023-02-01,P021,1689
2023-02-01,P022,2639
2023-02-01,P023,933
2023-02-01,P024,2513
2023-02-01,P025,804
2023-02-01,P026,1664
2023-02-01,P027,8034
2023-02-01,P028,4117
2023-02-01,P029,4262
2023-02-01,P030,7708
2023-02-01,P031,1980
2023-02-01,P032,3892
2023-02-01,P033,4410
2023-02-01,P034,4020
2023-02-01,P035,3317
2023-02-01,P036,4444
2023-02-01,P037,1701
2023-02-01,P038,2358
2023-02-01,P039,1519
2023-02-01,P040,8350
2023-03-01,P001,2718
2023-03-01,P002,6840
2023-03-01,P003,859
2023-03-01,P004,5109
2023-03-01,P005,1423
2023-03-01,P006,1213
2023-03-01,P007,2307
2023-03-01,P008,1420
2023-03-01,P009,2894
2023-03-01,P010,2384
2023-03-01,P011,9159
2023-03-01,P012,1663
2023-03-01,P013,9082
2023-03-01,P014,2110
2023-03-01,P015,1718
2023-03-01,P016,2249
2023-03-01,P017,3673
2023-03-01,P018,1403
2023-03-01,P019,3546
2023-03-01,P020,4604
2023-03-01,P021,3143
2023-03-01,P022,1575
2023-03-01,P023,993
2023-03-01,P024,1568
2023-03-01,P025,930
2023-03-01,P026,1829
2023-03-01,P027,3326
2023-03-01,P028,3719
2023-03-01,P029,6882
2023-03-01,P030,7058
2023-03-01,P031,2159
2023-03-01,P032,4562
2023-03-01,P033,5217
2023-03-01,P034,3806
2023-03-01,P035,2795
2023-03-01,P036,5092
2023-03-01,P037,1622
2023-03-01,P038,2073
2023-03-01,P039,2305
2023-03-01,P040,6479
2023-04-01,P001,2440
2023-04-01,P002,9142
2023-04-01,P003,720
2023-04-01,P004,8996
2023-04-01,P005,1330
2023-04-01,P006,1209
2023-04-01,P007,2546
2023-04-01,P008,1840
2023-04-01,P009,2691
2023-04-01,P010,2210
2023-04-01,P011,7950
2023-04-01,P012,1754
2023-04-01,P013,7937
2023-04-01,P014,2317
2023-04-01,P015,2537
2023-04-01,P016,2933
2023-04-01,P017,2980
2023-04-01,P018,1673
2023-04-01,P019,3886
2023-04-01,P020,3757
2023-04-01,P021,2339
2023-04-01,P022,2056
2023-04-01,P023,998
2023-04-01,P024,1828
2023-04-01,P025,1229
2023-04-01,P026,1984
2023-04-01,P027,4673
2023-04-01,P028,4073
2023-04-01,P029,4495
2023-04-01,P030,6996
2023-04-01,P031,2216
2023-04-01,P032,3679
2023-04-01,P033,6477
2023-04-01,P034,3708
2023-04-01,P035,4579
2023-04-01,P036,4102
2023-04-01,P037,1515
2023-04-01,P038,3230
2023-04-01,P039,2556
2023-04-01,P040,10030
2023-05-01,P001,3414
2023-05-01,P002,6366
2023-05-01,P003,912
2023-05-01,P004,5595
2023-05-01,P005,1504
2023-05-01,P006,1196
2023-05-01,P007,1681
2023-05-01,P008,1333
2023-05-01,P009,2533
2023-05-01,P010,2026
2023-05-01,P011,10218
2023-05-01,P012,1455
2023-05-01,P013,12102
2023-05-01,P014,2145
2023-05-01,P015,2547
2023-05-01,P016,2301
2023-05-01,P017,5525
2023-05-01,P018,2180
2023-05-01,P019,3493
2023-05-01,P020,3717
2023-05-01,P021,2434
2023-05-01,P022,1877
2023-05-01,P023,1190
2023-05-01,P024,2165
2023-05-01,P025,1015
2023-05-01,P026,1004
2023-05-01,P027,5006
2023-05-01,P028,4017
2023-05-01,P029,6259
2023-05-01,P030,9505
2023-05-01,P031,1622
2023-05-01,P032,4117
2023-05-01,P033,6503
2023-05-01,P034,2885
2023-05-01,P035,5132
2023-05-01,P036,4801
2023-05-01,P037,1569
2023-05-01,P038,1640
2023-05-01,P039,2126
2023-05-01,P040,6870
2023-06-01,P001,2417
2023-06-01,P002,6777
2023-06-01,P003,798
2023-06-01,P004,6912
2023-06-01,P005,1798
2023-06-01,P006,1205
2023-06-01,P007,1771
2023-06-01,P008,1508
2023-06-01,P009,1621
2023-06-01,P010,2793
2023-06-01,P011,8328
2023-06-01,P012,1635
2023-06-01,P013,8798
2023-06-01,P014,1514
2023-06-01,P015,1448
2023-06-01,P016,2998
2023-06-01,P017,3918
2023-06-01,P018,1781
2023-06-01,P019,2941
2023-06-01,P020,5490
2023-06-01,P021,2545
2023-06-01,P022,2527
2023-06-01,P023,880
2023-06-01,P024,1210
2023-06-01,P025,1057
2023-06-01,P026,2077
2023-06-01,P027,6700
2023-06-01,P028,2866
2023-06-01,P029,5487
2023-06-01,P030,8684
2023-06-01,P031,2422
2023-06-01,P032,3216
2023-06-01,P033,4915
2023-06-01,P034,4725
2023-06-01,P035,4952
2023-06-01,P036,3481
2023-06-01,P037,1698
2023-06-01,P038,2768
2023-06-01,P039,2185
2023-06-01,P040,7309
2023-07-01,P001,2215
2023-07-01,P002,9215
2023-07-01,P003,684
2023-07-01,P004,5726
2023-07-01,P005,1554
2023-07-01,P006,1346
2023-07-01,P007,1383
2023-07-01,P008,1132
2023-07-01,P009,1461
2023-07-01,P010,2390
2023-07-01,P011,6021
2023-07-01,P012,1420
2023-07-01,P013,7781
2023-07-01,P014,1840
2023-07-01,P015,2330
2023-07-01,P016,2518
2023-07-01,P017,4145
2023-07-01,P018,1747
2023-07-01,P019,2630
2023-07-01,P020,4360
2023-07-01,P021,2403
2023-07-01,P022,2315
2023-07-01,P023,664
2023-07-01,P024,1879
2023-07-01,P025,753
2023-07-01,P026,1989
2023-07-01,P027,6659
2023-07-01,P028,3336
2023-07-01,P029,4686
2023-07-01,P030,6611
2023-07-01,P031,2028
2023-07-01,P032,3277
2023-07-01,P033,5020
2023-07-01,P034,4496
2023-07-01,P035,4047
2023-07-01,P036,3608
2023-07-01,P037,1155
2023-07-01,P038,1818
2023-07-01,P039,1344
2023-07-01,P040,7472
2023-08-01,P001,2667
2023-08-01,P002,8464
2023-08-01,P003,548
2023-08-01,P004,6879
2023-08-01,P005,1803
2023-08-01,P006,1013
2023-08-01,P007,1643
2023-08-01,P008,923
2023-08-01,P009,2239
2023-08-01,P010,1731
2023-08-01,P011,7469
2023-08-01,P012,1051
2023-08-01,P013,7055
2023-08-01,P014,2210
2023-08-01,P015,1739
2023-08-01,P016,1960
2023-08-01,P017,1924
2023-08-01,P018,1419
2023-08-01,P019,2484
2023-08-01,P020,2882
2023-08-01,P021,2065
2023-08-01,P022,1808
2023-08-01,P023,656
2023-08-01,P024,1435
2023-08-01,P025,946
2023-08-01,P026,1628
2023-08-01,P027,4985
2023-08-01,P028,3263
2023-08-01,P029,3338
2023-08-01,P030,6430
2023-08-01,P031,1750
2023-08-01,P032,2983
2023-08-01,P033,4826
2023-08-01,P034,2992
2023-08-01,P035,4652
2023-08-01,P036,4131
2023-08-01,P037,647
2023-08-01,P038,2648
2023-08-01,P039,837
2023-08-01,P040,5294
2023-09-01,P001,2292
2023-09-01,P002,5808
2023-09-01,P003,534
2023-09-01,P004,4420
2023-09-01,P005,1602
2023-09-01,P006,712
2023-09-01,P007,1767
2023-09-01,P008,1199
2023-09-01,P009,1580
2023-09-01,P010,1829
2023-09-01,P011,5387
2023-09-01,P012,1502
2023-09-01,P013,6870
2023-09-01,P014,1296
2023-09-01,P015,1785
2023-09-01,P016,1960
2023-09-01,P017,4010
2023-09-01,P018,1062
2023-09-01,P019,3241
2023-09-01,P020,3909
2023-09-01,P021,1531
2023-09-01,P022,1618
2023-09-01,P023,650
2023-09-01,P024,1180
2023-09-01,P025,785
2023-09-01,P026,1077
2023-09-01,P027,2718
2023-09-01,P028,2576
2023-09-01,P029,2684
2023-09-01,P030,5111
2023-09-01,P031,1409
2023-09-01,P032,2614
2023-09-01,P033,5853
2023-09-01,P034,3376
2023-09-01,P035,4170
2023-09-01,P036,2407
2023-09-01,P037,1132
2023-09-01,P038,2101
2023-09-01,P039,1424
2023-09-01,P040,6718
2023-10-01,P001,1630
2023-10-01,P002,5718
2023-10-01,P003,618
2023-10-01,P004,5715
2023-10-01,P005,1170
2023-10-01,P006,962
2023-10-01,P007,1443
2023-10-01,P008,1061
2023-10-01,P009,2139
2023-10-01,P010,2121
2023-10-01,P011,6497
2023-10-01,P012,1201
2023-10-01,P013,6794
2023-10-01,P014,1683
2023-10-01,P015,1783
2023-10-01,P016,2312
2023-10-01,P017,4173
2023-10-01,P018,1041
2023-10-01,P019,2833
2023-10-01,P020,2391
2023-10-01,P021,1842
2023-10-01,P022,2406
2023-10-01,P023,786
2023-10-01,P024,1490
2023-10-01,P025,698
2023-10-01,P026,1360
2023-10-01,P027,4475
2023-10-01,P028,2321
2023-10-01,P029,3683
2023-10-01,P030,6117
2023-10-01,P031,1409
2023-10-01,P032,2587
2023-10-01,P033,2976
2023-10-01,P034,3520
2023-10-01,P035,4312
2023-10-01,P036,3605
2023-10-01,P037,1473
2023-10-01,P038,2005
2023-10-01,P039,1829
2023-10-01,P040,5898
2023-11-01,P001,1983
2023-11-01,P002,5555
2023-11-01,P003,946
2023-11-01,P004,5157
2023-11-01,P005,1193
2023-11-01,P006,1103
2023-11-01,P007,1583
2023-11-01,P008,973
2023-11-01,P009,2423
2023-11-01,P010,2036
2023-11-01,P011,5272
2023-11-01,P012,1573
2023-11-01,P013,6757
2023-11-01,P014,1430
2023-11-01,P015,2638
2023-11-01,P016,2601
2023-11-01,P017,3186
2023-11-01,P018,1809
2023-11-01,P019,2650
2023-11-01,P020,3921
2023-11-01,P021,1663
2023-11-01,P022,2093
2023-11-01,P023,804
2023-11-01,P024,1489
2023-11-01,P025,690
2023-11-01,P026,1418
2023-11-01,P027,4762
2023-11-01,P028,2106
2023-11-01,P029,2927
2023-11-01,P030,6711
2023-11-01,P031,1029
2023-11-01,P032,3144
2023-11-01,P033,3789
2023-11-01,P034,4220
2023-11-01,P035,3591
2023-11-01,P036,3967
2023-11-01,P037,1194
2023-11-01,P038,2065
2023-11-01,P039,1982
2023-11-01,P040,5170
2023-12-01,P001,2435
2023-12-01,P002,5300
2023-12-01,P003,779
2023-12-01,P004,7148
2023-12-01,P005,1613
2023-12-01,P006,1434
2023-12-01,P007,1453
2023-12-01,P008,1040
2023-12-01,P009,1761
2023-12-01,P010,2500
2023-12-01,P011,7931
2023-12-01,P012,1430
2023-12-01,P013,4956
2023-12-01,P014,2141
2023-12-01,P015,1564
2023-12-01,P016,2991
2023-12-01,P017,5340
2023-12-01,P018,1595
2023-12-01,P019,3007
2023-12-01,P020,3783
2023-12-01,P021,1456
2023-12-01,P022,1755
2023-12-01,P023,656
2023-12-01,P024,1215
2023-12-01,P025,1025
2023-12-01,P026,1547
2023-12-01,P027,5530
2023-12-01,P028,2785
2023-12-01,P029,4106
2023-12-01,P030,7654
2023-12-01,P031,1714
2023-12-01,P032,3514
2023-12-01,P033,4284
2023-12-01,P034,3316
2023-12-01,P035,3047
2023-12-01,P036,2430
2023-12-01,P037,1304
2023-12-01,P038,2173
2023-12-01,P039,1431
2023-12-01,P040,6022
2024-01-01,P001,2330
2024-01-01,P002,4072
2024-01-01,P003,687
2024-01-01,P004,7062
2024-01-01,P005,1669
2024-01-01,P006,968
2024-01-01,P007,1800
2024-01-01,P008,1595
2024-01-01,P009,2646
2024-01-01,P010,2344
2024-01-01,P011,7076
2024-01-01,P012,1369
2024-01-01,P013,7564
2024-01-01,P014,2129
2024-01-01,P015,2524
2024-01-01,P016,2742
2024-01-01,P017,4280
2024-01-01,P018,1647
2024-01-01,P019,3350
2024-01-01,P020,5333
2024-01-01,P021,1872
2024-01-01,P022,1379
2024-01-01,P023,1073
2024-01-01,P024,1782
2024-01-01,P025,679
2024-01-01,P026,1391
2024-01-01,P027,6421
2024-01-01,P028,3030
2024-01-01,P029,4163
2024-01-01,P030,8890
2024-01-01,P031,1590
2024-01-01,P032,3058
2024-01-01,P033,5029
2024-01-01,P034,4154
2024-01-01,P035,5044
2024-01-01,P036,4754
2024-01-01,P037,1534
2024-01-01,P038,2553
2024-01-01,P039,1922
2024-01-01,P040,6644
2024-02-01,P001,2527
2024-02-01,P002,8035
2024-02-01,P003,973
2024-02-01,P004,7808
2024-02-01,P005,1693
2024-02-01,P006,1112
2024-02-01,P007,1913
2024-02-01,P008,1496
2024-02-01,P009,2585
2024-02-01,P010,3706
2024-02-01,P011,7521
2024-02-01,P012,1749
2024-02-01,P013,9034
2024-02-01,P014,2256
2024-02-01,P015,3540
2024-02-01,P016,2686
2024-02-01,P017,4214
2024-02-01,P018,1492
2024-02-01,P019,3023
2024-02-01,P020,5131
2024-02-01,P021,2540
2024-02-01,P022,2472
2024-02-01,P023,1113
2024-02-01,P024,1814
2024-02-01,P025,917
2024-02-01,P026,2554
2024-02-01,P027,6458
2024-02-01,P028,2989
2024-02-01,P029,4319
2024-02-01,P030,6064
2024-02-01,P031,2268
2024-02-01,P032,3553
2024-02-01,P033,5325
2024-02-01,P034,4094
2024-02-01,P035,5660
2024-02-01,P036,3725
2024-02-01,P037,1285
2024-02-01,P038,2614
2024-02-01,P039,2404
2024-02-01,P040,7532
2024-03-01,P001,2322
2024-03-01,P002,9204
2024-03-01,P003,803
2024-03-01,P004,6623
2024-03-01,P005,1467
2024-03-01,P006,1624
2024-03-01,P007,2171
2024-03-01,P008,1714
2024-03-01,P009,3219
2024-03-01,P010,4228
2024-03-01,P011,5818
2024-03-01,P012,1520
2024-03-01,P013,6867
2024-03-01,P014,2019
2024-03-01,P015,1991
2024-03-01,P016,2869
2024-03-01,P017,3151
2024-03-01,P018,1944
2024-03-01,P019,3398
2024-03-01,P020,5637
2024-03-01,P021,2559
2024-03-01,P022,2740
2024-03-01,P023,916
2024-03-01,P024,2596
2024-03-01,P025,1046
2024-03-01,P026,1201
2024-03-01,P027,5036
2024-03-01,P028,2481
2024-03-01,P029,5209
2024-03-01,P030,7671
2024-03-01,P031,1972
2024-03-01,P032,5247
2024-03-01,P033,6064
2024-03-01,P034,4996
2024-03-01,P035,4228
2024-03-01,P036,3793
2024-03-01,P037,1688
2024-03-01,P038,2724
2024-03-01,P039,1520
2024-03-01,P040,7163
2024-04-01,P001,2674
2024-04-01,P002,7903
2024-04-01,P003,808
2024-04-01,P004,6721
2024-04-01,P005,1743
2024-04-01,P006,1390
2024-04-01,P007,2204
2024-04-01,P008,1853
2024-04-01,P009,2537
2024-04-01,P010,2505
2024-04-01,P011,9794
2024-04-01,P012,1928
2024-04-01,P013,7287
2024-04-01,P014,2683
2024-04-01,P015,3093
2024-04-01,P016,3808
2024-04-01,P017,5752
2024-04-01,P018,1577
2024-04-01,P019,3442
2024-04-01,P020,5251
2024-04-01,P021,2401
2024-04-01,P022,2168
2024-04-01,P023,757
2024-04-01,P024,2004
2024-04-01,P025,920
2024-04-01,P026,1870
2024-04-01,P027,5398
2024-04-01,P028,2953
2024-04-01,P029,5514
2024-04-01,P030,8253
2024-04-01,P031,2324
2024-04-01,P032,5459
2024-04-01,P033,5876
2024-04-01,P034,4876
2024-04-01,P035,4153
2024-04-01,P036,3620
2024-04-01,P037,2195
2024-04-01,P038,2187
2024-04-01,P039,1889
2024-04-01,P040,7511
2024-05-01,P001,2592
2024-05-01,P002,6657
2024-05-01,P003,869
2024-05-01,P004,9232
2024-05-01,P005,1514
2024-05-01,P006,1047
2024-05-01,P007,2262
2024-05-01,P008,1692
2024-05-01,P009,2340
2024-05-01,P010,1854
2024-05-01,P011,7539
2024-05-01,P012,1713
2024-05-01,P013,9679
2024-05-01,P014,1954
2024-05-01,P015,2501
2024-05-01,P016,3408
2024-05-01,P017,2186
2024-05-01,P018,2180
2024-05-01,P019,2739
2024-05-01,P020,5496
2024-05-01,P021,2477
2024-05-01,P022,2982
2024-05-01,P023,1063
2024-05-01,P024,1203
2024-05-01,P025,903
2024-05-01,P026,1856
2024-05-01,P027,6066
2024-05-01,P028,3932
2024-05-01,P029,5943
2024-05-01,P030,8839
2024-05-01,P031,2051
2024-05-01,P032,2803
2024-05-01,P033,4977
2024-05-01,P034,4736
2024-05-01,P035,4071
2024-05-01,P036,5161
2024-05-01,P037,1955
2024-05-01,P038,2705
2024-05-01,P039,1026
2024-05-01,P040,5543
2024-06-01,P001,3160
2024-06-01,P002,6891
2024-06-01,P003,594
2024-06-01,P004,8801
2024-06-01,P005,1691
2024-06-01,P006,1510
2024-06-01,P007,1977
2024-06-01,P008,1605
2024-06-01,P009,2673
2024-06-01,P010,2943
2024-06-01,P011,12279
2024-06-01,P012,1901
2024-06-01,P013,5113
2024-06-01,P014,2390
2024-06-01,P015,2976
2024-06-01,P016,3521
2024-06-01,P017,3635
2024-06-01,P018,2117
2024-06-01,P019,3694
2024-06-01,P020,7434
2024-06-01,P021,2041
2024-06-01,P022,2097
2024-06-01,P023,885
2024-06-01,P024,1705
2024-06-01,P025,846
2024-06-01,P026,867
2024-06-01,P027,5489
2024-06-01,P028,3678
2024-06-01,P029,4516
2024-06-01,P030,10410
2024-06-01,P031,2018
2024-06-01,P032,4572
2024-06-01,P033,5488
2024-06-01,P034,4852
2024-06-01,P035,5236
2024-06-01,P036,5502
2024-06-01,P037,1617
2024-06-01,P038,2762
2024-06-01,P039,2322
2024-06-01,P040,6683
2024-07-01,P001,2460
2024-07-01,P002,10424
2024-07-01,P003,775
