month,product_id,ending_inventory_units
2022-03-01,P037,2743
2022-03-01,P038,8296
2022-03-01,P039,3359
2022-03-01,P040,9030
2022-04-01,P001,4246
2022-04-01,P002,20097
2022-04-01,P003,2612
2022-04-01,P004,9189
2022-04-01,P005,3801
2022-04-01,P006,4866
2022-04-01,P007,3412
2022-04-01,P008,2121
2022-04-01,P009,2146
2022-04-01,P010,4178
2022-04-01,P011,18034
2022-04-01,P012,1828
2022-04-01,P013,9244
2022-04-01,P014,2834
2022-04-01,P015,3793
2022-04-01,P016,4004
2022-04-01,P017,4057
2022-04-01,P018,2868
2022-04-01,P019,5870
2022-04-01,P020,8465
2022-04-01,P021,2872
2022-04-01,P022,9345
2022-04-01,P023,1476
2022-04-01,P024,372
2022-04-01,P025,2483
2022-04-01,P026,4242
2022-04-01,P027,1306
2022-04-01,P028,6613
2022-04-01,P029,6457
2022-04-01,P030,11897
2022-04-01,P031,4420
2022-04-01,P032,7590
2022-04-01,P033,7641
2022-04-01,P034,10991
2022-04-01,P035,7312
2022-04-01,P036,10971
2022-04-01,P037,2509
2022-04-01,P038,1749
2022-04-01,P039,4748
2022-04-01,P040,6823
2022-05-01,P001,3476
2022-05-01,P002,16708
2022-05-01,P003,1735
2022-05-01,P004,15724
2022-05-01,P005,2716
2022-05-01,P006,2298
2022-05-01,P007,2409
2022-05-01,P008,2123
2022-05-01,P009,5816
2022-05-01,P010,1710
2022-05-01,P011,13782
2022-05-01,P012,4552
2022-05-01,P013,17739
2022-05-01,P014,2465
2022-05-01,P015,3673
2022-05-01,P016,3498
2022-05-01,P017,2248
2022-05-01,P018,3687
2022-05-01,P019,7880
2022-05-01,P020,8708
2022-05-01,P021,5504
2022-05-01,P022,2971
2022-05-01,P023,1220
2022-05-01,P024,3496
2022-05-01,P025,1087
2022-05-01,P026,3614
2022-05-01,P027,10924
2022-05-01,P028,8819
2022-05-01,P029,7257
2022-05-01,P030,7680
2022-05-01,P031,4973
2022-05-01,P032,4270
2022-05-01,P033,1965
2022-05-01,P034,4233
2022-05-01,P035,9155
2022-05-01,P036,9697
2022-05-01,P037,2817
2022-05-01,P038,9184
2022-05-01,P039,4457
2022-05-01,P040,8235
2022-06-01,P001,2893
2022-06-01,P002,7612
2022-06-01,P003,2235
2022-06-01,P004,8146
2022-06-01,P005,2966
2022-06-01,P006,2643
2022-06-01,P007,2284
2022-06-01,P008,2554
2022-06-01,P009,5450
2022-06-01,P010,1132
2022-06-01,P011,11165
2022-06-01,P012,3407
2022-06-01,P013,18728
2022-06-01,P014,1817
2022-06-01,P015,3272
2022-06-01,P016,3874
2022-06-01,P017,8071
2022-06-01,P018,3482
2022-06-01,P019,5312
2022-06-01,P020,6180
2022-06-01,P021,4348
2022-06-01,P022,5480
2022-06-01,P023,2329
2022-06-01,P024,1226
2022-06-01,P025,1896
2022-06-01,P026,3533
2022-06-01,P027,9236
2022-06-01,P028,5753
2022-06-01,P029,5013
2022-06-01,P030,14066
2022-06-01,P031,2610
2022-06-01,P032,7064
2022-06-01,P033,9247
2022-06-01,P034,5410
2022-06-01,P035,4515
2022-06-01,P036,5625
2022-06-01,P037,2350
2022-06-01,P038,4216
2022-06-01,P039,3452
2022-06-01,P040,10282
2022-07-01,P001,3928
2022-07-01,P002,15994
2022-07-01,P003,1944
2022-07-01,P004,12655
2022-07-01,P005,3661
2022-07-01,P006,3540
2022-07-01,P007,2351
2022-07-01,P008,2883
2022-07-01,P009,3551
2022-07-01,P010,1706
2022-07-01,P011,14368
2022-07-01,P012,1865
2022-07-01,P013,14081
2022-07-01,P014,3457
2022-07-01,P015,4758
2022-07-01,P016,4836
2022-07-01,P017,1910
2022-07-01,P018,2675
2022-07-01,P019,5900
2022-07-01,P020,4155
2022-07-01,P021,3620
2022-07-01,P022,1889
2022-07-01,P023,1005
2022-07-01,P024,2317
2022-07-01,P025,987
2022-07-01,P026,2138
2022-07-01,P027,5946
2022-07-01,P028,4269
2022-07-01,P029,6402
2022-07-01,P030,6939
2022-07-01,P031,2819
2022-07-01,P032,6280
2022-07-01,P033,5298
2022-07-01,P034,4339
2022-07-01,P035,8334
2022-07-01,P036,8360
2022-07-01,P037,1384
2022-07-01,P038,1571
2022-07-01,P039,4985
2022-07-01,P040,12156
2022-08-01,P001,4028
2022-08-01,P002,14908
2022-08-01,P003,1364
2022-08-01,P004,13900
2022-08-01,P005,2775
2022-08-01,P006,1423
2022-08-01,P007,1806
2022-08-01,P008,1473
2022-08-01,P009,6937
2022-08-01,P010,2722
2022-08-01,P011,11475
2022-08-01,P012,2058
2022-08-01,P013,16387
2022-08-01,P014,3144
2022-08-01,P015,4659
2022-08-01,P016,2366
2022-08-01,P017,3298
2022-08-01,P018,2701
2022-08-01,P019,4229
2022-08-01,P020,2877
2022-08-01,P021,4933
2022-08-01,P022,4786
2022-08-01,P023,1321
2022-08-01,P024,1737
2022-08-01,P025,905
2022-08-01,P026,645
2022-08-01,P027,7564
2022-08-01,P028,3535
2022-08-01,P029,4928
2022-08-01,P030,10861
2022-08-01,P031,3193
2022-08-01,P032,5262
2022-08-01,P033,9444
2022-08-01,P034,4568
2022-08-01,P035,7037
2022-08-01,P036,7194
2022-08-01,P037,1221
2022-08-01,P038,1732
2022-08-01,P039,3065
2022-08-01,P040,8077
2022-09-01,P001,802
2022-09-01,P002,10781
2022-09-01,P003,1466
2022-09-01,P004,8875
2022-09-01,P005,3555
2022-09-01,P006,1634
2022-09-01,P007,2839
2022-09-01,P008,2600
2022-09-01,P009,3870
2022-09-01,P010,3207
2022-09-01,P011,11953
2022-09-01,P012,2055
2022-09-01,P013,8713
2022-09-01,P014,3048
2022-09-01,P015,4097
2022-09-01,P016,3166
2022-09-01,P017,2695
2022-09-01,P018,3062
2022-09-01,P019,2492
2022-09-01,P020,6103
2022-09-01,P021,2120
2022-09-01,P022,4578
2022-09-01,P023,1250
2022-09-01,P024,2618
2022-09-01,P025,1499
2022-09-01,P026,843
2022-09-01,P027,6902
2022-09-01,P028,5136
2022-09-01,P029,1994
2022-09-01,P030,5381
2022-09-01,P031,1505
2022-09-01,P032,5006
2022-09-01,P033,4389
2022-09-01,P034,5236
2022-09-01,P035,5487
2022-09-01,P036,9353
2022-09-01,P037,707
2022-09-01,P038,2316
2022-09-01,P039,2575
2022-09-01,P040,14129
2022-10-01,P001,1778
2022-10-01,P002,14295
2022-10-01,P003,1055
2022-10-01,P004,8277
2022-10-01,P005,2456
2022-10-01,P006,2568
2022-10-01,P007,1761
2022-10-01,P008,2168
2022-10-01,P009,2977
2022-10-01,P010,2720
2022-10-01,P011,8585
2022-10-01,P012,2130
2022-10-01,P013,22803
2022-10-01,P014,1887
2022-10-01,P015,3586
2022-10-01,P016,3281
2022-10-01,P017,4285
2022-10-01,P018,3238
2022-10-01,P019,1439
2022-10-01,P020,5074
2022-10-01,P021,2650
2022-10-01,P022,2728
2022-10-01,P023,886
2022-10-01,P024,1303
2022-10-01,P025,1040
2022-10-01,P026,2202
2022-10-01,P027,2853
2022-10-01,P028,4490
2022-10-01,P029,8628
2022-10-01,P030,2099
2022-10-01,P031,3238
2022-10-01,P032,9665
2022-10-01,P033,6364
2022-10-01,P034,7576
2022-10-01,P035,8137
2022-10-01,P036,7774
2022-10-01,P037,1189
2022-10-01,P038,1062
2022-10-01,P039,2537
2022-10-01,P040,6950
2022-11-01,P001,3795
2022-11-01,P002,12875
2022-11-01,P003,1161
2022-11-01,P004,6218
2022-11-01,P005,1441
2022-11-01,P006,2120
2022-11-01,P007,1787
2022-11-01,P008,1382
2022-11-01,P009,4373
2022-11-01,P010,4098
2022-11-01,P011,11100
2022-11-01,P012,1116
2022-11-01,P013,14652
2022-11-01,P014,2748
2022-11-01,P015,6543
2022-11-01,P016,4724
2022-11-01,P017,2777
2022-11-01,P018,3565
2022-11-01,P019,3465
2022-11-01,P020,5147
2022-11-01,P021,2218
2022-11-01,P022,3040
2022-11-01,P023,1422
2022-11-01,P024,2186
2022-11-01,P025,852
2022-11-01,P026,2332
2022-11-01,P027,9562
2022-11-01,P028,4917
2022-11-01,P029,4399
2022-11-01,P030,6003
2022-11-01,P031,1745
2022-11-01,P032,6113
2022-11-01,P033,5987
2022-11-01,P034,3387
2022-11-01,P035,4386
2022-11-01,P036,6898
2022-11-01,P037,1414
2022-11-01,P038,1988
2022-11-01,P039,2640
2022-11-01,P040,8693
2022-12-01,P001,4470
2022-12-01,P002,11759
2022-12-01,P003,1785
2022-12-01,P004,7071
2022-12-01,P005,3157
2022-12-01,P006,1499
2022-12-01,P007,771
2022-12-01,P008,2696
2022-12-01,P009,3391
2022-12-01,P010,2016
2022-12-01,P011,12542
2022-12-01,P012,2156
2022-12-01,P013,10723
2022-12-01,P014,3236
2022-12-01,P015,4358
2022-12-01,P016,3368
2022-12-01,P017,2638
2022-12-01,P018,2672
2022-12-01,P019,2906
2022-12-01,P020,3400
2022-12-01,P021,2489
2022-12-01,P022,2991
2022-12-01,P023,1912
2022-12-01,P024,1861
2022-12-01,P025,1484
2022-12-01,P026,1881
2022-12-01,P027,6511
2022-12-01,P028,7443
2022-12-01,P029,2506
2022-12-01,P030,4047
2022-12-01,P031,3466
2022-12-01,P032,5594
2022-12-01,P033,9048
2022-12-01,P034,4888
2022-12-01,P035,3715
2022-12-01,P036,7555
2022-12-01,P037,1659
2022-12-01,P038,4474
2022-12-01,P039,3446
2022-12-01,P040,6840
2023-01-01,P001,2193
2023-01-01,P002,17633
2023-01-01,P003,2043
2023-01-01,P004,7106
2023-01-01,P005,4439
2023-01-01,P006,4698
2023-01-01,P007,1197
2023-01-01,P008,3029
2023-01-01,P009,4822
2023-01-01,P010,1437
2023-01-01,P011,14079
2023-01-01,P012,3099
2023-01-01,P013,11689
2023-01-01,P014,3573
2023-01-01,P015,6459
2023-01-01,P016,3954
2023-01-01,P017,4119
2023-01-01,P018,3084
2023-01-01,P019,4060
2023-01-01,P020,9488
2023-01-01,P021,2501
2023-01-01,P022,3601
2023-01-01,P023,525
2023-01-01,P024,2161
2023-01-01,P025,1076
2023-01-01,P026,2861
2023-01-01,P027,10164
2023-01-01,P028,4118
2023-01-01,P029,5705
2023-01-01,P030,4500
2023-01-01,P031,4786
2023-01-01,P032,7134
2023-01-01,P033,5825
2023-01-01,P034,5595
2023-01-01,P035,4325
2023-01-01,P036,14465
2023-01-01,P037,2165
2023-01-01,P038,4745
2023-01-01,P039,3540
2023-01-01,P040,7335
2023-02-01,P001,2066
2023-02-01,P002,12109
2023-02-01,P003,1487
2023-02-01,P004,4738
2023-02-01,P005,4034
2023-02-01,P006,860
2023-02-01,P007,2430
2023-02-01,P008,2686
2023-02-01,P009,4230
2023-02-01,P010,3729
2023-02-01,P011,20995
2023-02-01,P012,1716
2023-02-01,P013,16902
2023-02-01,P014,1717
2023-02-01,P015,5431
2023-02-01,P016,5136
2023-02-01,P017,7363
2023-02-01,P018,3824
2023-02-01,P019,3257
2023-02-01,P020,7170
2023-02-01,P021,2208
2023-02-01,P022,4469
2023-02-01,P023,1324
2023-02-01,P024,3442
2023-02-01,P025,1674
2023-02-01,P026,2067
2023-02-01,P027,3094
2023-02-01,P028,9029
2023-02-01,P029,6595
2023-02-01,P030,7999
2023-02-01,P031,2629
2023-02-01,P032,7967
2023-02-01,P033,6671
2023-02-01,P034,8873
2023-02-01,P035,5374
2023-02-01,P036,8338
2023-02-01,P037,1743
2023-02-01,P038,4361
2023-02-01,P039,1081
2023-02-01,P040,17153
2023-03-01,P001,4505
2023-03-01,P002,13101
2023-03-01,P003,2284
2023-03-01,P004,8942
2023-03-01,P005,2675
2023-03-01,P006,3041
2023-03-01,P007,2847
2023-03-01,P008,1685
2023-03-01,P009,4052
2023-03-01,P010,3837
2023-03-01,P011,10308
2023-03-01,P012,2222
2023-03-01,P013,16044
2023-03-01,P014,2036
2023-03-01,P015,3513
2023-03-01,P016,4275
2023-03-01,P017,7211
2023-03-01,P018,2760
2023-03-01,P019,1733
2023-03-01,P020,12027
2023-03-01,P021,7434
2023-03-01,P022,2612
2023-03-01,P023,2434
2023-03-01,P024,3115
2023-03-01,P025,1436
2023-03-01,P026,2241
2023-03-01,P027,7069
2023-03-01,P028,6115
2023-03-01,P029,11887
2023-03-01,P030,13540
2023-03-01,P031,3827
2023-03-01,P032,6273
2023-03-01,P033,9233
2023-03-01,P034,3635
2023-03-01,P035,3351
2023-03-01,P036,11263
2023-03-01,P037,1259
2023-03-01,P038,2175
2023-03-01,P039,4649
2023-03-01,P040,10737
2023-04-01,P001,2178
2023-04-01,P002,19634
2023-04-01,P003,949
2023-04-01,P004,16650
2023-04-01,P005,2482
2023-04-01,P006,2494
2023-04-01,P007,3398
2023-04-01,P008,1995
2023-04-01,P009,3956
2023-04-01,P010,4276
2023-04-01,P011,11428
2023-04-01,P012,2612
2023-04-01,P013,17355
2023-04-01,P014,4888
2023-04-01,P015,5726
2023-04-01,P016,1182
2023-04-01,P017,2584
2023-04-01,P018,4383
2023-04-01,P019,7477
2023-04-01,P020,2965
2023-04-01,P021,3262
2023-04-01,P022,6505
2023-04-01,P023,1577
2023-04-01,P024,3434
2023-04-01,P025,1631
2023-04-01,P026,3967
2023-04-01,P027,1927
2023-04-01,P028,5578
2023-04-01,P029,5708
2023-04-01,P030,9682
2023-04-01,P031,4691
2023-04-01,P032,8645
2023-04-01,P033,9042
2023-04-01,P034,6440
2023-04-01,P035,5996
2023-04-01,P036,9494
2023-04-01,P037,2518
2023-04-01,P038,5232
2023-04-01,P039,4270
2023-04-01,P040,23880
2023-05-01,P001,5631
2023-05-01,P002,18734
2023-05-01,P003,1657
2023-05-01,P004,9980
2023-05-01,P005,4108
2023-05-01,P006,3291
2023-05-01,P007,2560
2023-05-01,P008,1916
2023-05-01,P009,5183
2023-05-01,P010,3120
2023-05-01,P011,19503
2023-05-01,P012,1481
2023-05-01,P013,34638
2023-05-01,P014,4672
2023-05-01,P015,4884
2023-05-01,P016,4844
2023-05-01,P017,6955
2023-05-01,P018,5864
2023-05-01,P019,4258
2023-05-01,P020,3292
2023-05-01,P021,5813
2023-05-01,P022,4120
2023-05-01,P023,1717
2023-05-01,P024,4187
2023-05-01,P025,1795
2023-05-01,P026,1301
2023-05-01,P027,9408
2023-05-01,P028,10132
2023-05-01,P029,7381
2023-05-01,P030,10485
2023-05-01,P031,1795
2023-05-01,P032,8361
2023-05-01,P033,10725
2023-05-01,P034,5149
2023-05-01,P035,6587
2023-05-01,P036,25275
2023-05-01,P037,2620
2023-05-01,P038,1168
2023-05-01,P039,4072
2023-05-01,P040,8680
2023-06-01,P001,3908
2023-06-01,P002,14501
2023-06-01,P003,1851
2023-06-01,P004,10503
2023-06-01,P005,3659
2023-06-01,P006,2432
2023-06-01,P007,1813
2023-06-01,P008,1532
2023-06-01,P009,3330
2023-06-01,P010,2902
2023-06-01,P011,9779
2023-06-01,P012,1878
2023-06-01,P013,16862
2023-06-01,P014,2719
2023-06-01,P015,2941
2023-06-01,P016,4248
2023-06-01,P017,4536
2023-06-01,P018,4128
2023-06-01,P019,2480
2023-06-01,P020,3322
2023-06-01,P021,5269
2023-06-01,P022,4340
2023-06-01,P023,2033
2023-06-01,P024,1260
2023-06-01,P025,1573
2023-06-01,P026,2196
2023-06-01,P027,8579
2023-06-01,P028,4500
2023-06-01,P029,6574
2023-06-01,P030,13032
2023-06-01,P031,3935
2023-06-01,P032,6390
2023-06-01,P033,8560
2023-06-01,P034,7745
2023-06-01,P035,5168
2023-06-01,P036,10175
2023-06-01,P037,1493
2023-06-01,P038,2492
2023-06-01,P039,3940
2023-06-01,P040,9028
2023-07-01,P001,2616
2023-07-01,P002,19446
2023-07-01,P003,1458
2023-07-01,P004,7839
2023-07-01,P005,3960
2023-07-01,P006,2756
2023-07-01,P007,3215
2023-07-01,P008,2338
2023-07-01,P009,2596
2023-07-01,P010,3832
2023-07-01,P011,11457
2023-07-01,P012,2343
2023-07-01,P013,22120
2023-07-01,P014,3132
2023-07-01,P015,4404
2023-07-01,P016,4048
2023-07-01,P017,5059
2023-07-01,P018,2629
2023-07-01,P019,3975
2023-07-01,P020,5594
2023-07-01,P021,2916
2023-07-01,P022,3696
2023-07-01,P023,1357
2023-07-01,P024,1419
2023-07-01,P025,1540
2023-07-01,P026,2548
2023-07-01,P027,7106
2023-07-01,P028,6014
2023-07-01,P029,3080
2023-07-01,P030,10002
2023-07-01,P031,4198
2023-07-01,P032,5506
2023-07-01,P033,6959
2023-07-01,P034,10384
2023-07-01,P035,6966
2023-07-01,P036,6261
2023-07-01,P037,1297
2023-07-01,P038,3054
2023-07-01,P039,1147
2023-07-01,P040,16718
2023-08-01,P001,4236
2023-08-01,P002,16858
2023-08-01,P003,1289
2023-08-01,P004,8543
2023-08-01,P005,4633
2023-08-01,P006,1466
2023-08-01,P007,1486
2023-08-01,P008,778
2023-08-01,P009,3209
2023-08-01,P010,2567
2023-08-01,P011,12458
2023-08-01,P012,1559
2023-08-01,P013,12551
2023-08-01,P014,3376
2023-08-01,P015,4121
2023-08-01,P016,2409
2023-08-01,P017,1906
2023-08-01,P018,2466
2023-08-01,P019,2983
2023-08-01,P020,4080
2023-08-01,P021,3752
2023-08-01,P022,3092
2023-08-01,P023,872
2023-08-01,P024,1409
2023-08-01,P025,1562
2023-08-01,P026,1963
2023-08-01,P027,3867
2023-08-01,P028,6336
2023-08-01,P029,3401
2023-08-01,P030,7870
2023-08-01,P031,3786
2023-08-01,P032,7077
2023-08-01,P033,5969
2023-08-01,P034,4164
2023-08-01,P035,7894
2023-08-01,P036,7176
2023-08-01,P037,417
2023-08-01,P038,5766
2023-08-01,P039,1635
2023-08-01,P040,7620
2023-09-01,P001,2902
2023-09-01,P002,13714
2023-09-01,P003,1895
2023-09-01,P004,13190
2023-09-01,P005,5819
2023-09-01,P006,2132
2023-09-01,P007,1427
2023-09-01,P008,1469
2023-09-01,P009,3120
2023-09-01,P010,3952
2023-09-01,P011,8742
2023-09-01,P012,2374
2023-09-01,P013,18449
2023-09-01,P014,2437
2023-09-01,P015,2880
2023-09-01,P016,2762
2023-09-01,P017,4961
2023-09-01,P018,1804
2023-09-01,P019,3566
2023-09-01,P020,6437
2023-09-01,P021,975
2023-09-01,P022,3156
2023-09-01,P023,575
2023-09-01,P024,1532
2023-09-01,P025,1297
2023-09-01,P026,1651
2023-09-01,P027,4425
2023-09-01,P028,4912
2023-09-01,P029,3428
2023-09-01,P030,10053
2023-09-01,P031,2012
2023-09-01,P032,5205
2023-09-01,P033,4448
2023-09-01,P034,5102
2023-09-01,P035,6159
2023-09-01,P036,6301
2023-09-01,P037,1609
2023-09-01,P038,1848
2023-09-01,P039,2451
2023-09-01,P040,9489
2023-10-01,P001,4389
2023-10-01,P002,10081
2023-10-01,P003,1280
2023-10-01,P004,10953
2023-10-01,P005,2138
2023-10-01,P006,1769
2023-10-01,P007,1525
2023-10-01,P008,1849
2023-10-01,P009,4556
2023-10-01,P010,2335
2023-10-01,P011,5047
2023-10-01,P012,1200
2023-10-01,P013,13214
2023-10-01,P014,2059
2023-10-01,P015,3011
2023-10-01,P016,4275
2023-10-01,P017,6592
2023-10-01,P018,2074
2023-10-01,P019,2718
2023-10-01,P020,751
2023-10-01,P021,2469
2023-10-01,P022,5870
2023-10-01,P023,1271
2023-10-01,P024,1939
2023-10-01,P025,1413
2023-10-01,P026,1633
2023-10-01,P027,4561
2023-10-01,P028,4102
2023-10-01,P029,5715
2023-10-01,P030,12873
2023-10-01,P031,2095
2023-10-01,P032,7164
2023-10-01,P033,3432
2023-10-01,P034,7175
2023-10-01,P035,4796
2023-10-01,P036,6112
2023-10-01,P037,2419
2023-10-01,P038,2941
2023-10-01,P039,3241
2023-10-01,P040,6421
2023-11-01,P001,1772
2023-11-01,P002,11230
2023-11-01,P003,1673
2023-11-01,P004,5670
2023-11-01,P005,2343
2023-11-01,P006,2029
2023-11-01,P007,1353
2023-11-01,P008,1842
2023-11-01,P009,5207
2023-11-01,P010,2547
2023-11-01,P011,11094
2023-11-01,P012,2972
2023-11-01,P013,11649
2023-11-01,P014,3044
2023-11-01,P015,5103
2023-11-01,P016,4816
2023-11-01,P017,4382
2023-11-01,P018,3102
2023-11-01,P019,2349
2023-11-01,P020,7338
2023-11-01,P021,4820
2023-11-01,P022,3246
2023-11-01,P023,1512
2023-11-01,P024,2763
2023-11-01,P025,473
2023-11-01,P026,2317
2023-11-01,P027,8305
2023-11-01,P028,3089
2023-11-01,P029,4381
2023-11-01,P030,13719
2023-11-01,P031,2094
2023-11-01,P032,5688
2023-11-01,P033,2294
2023-11-01,P034,5445
2023-11-01,P035,3952
2023-11-01,P036,6374
2023-11-01,P037,552
2023-11-01,P038,2671
2023-11-01,P039,4218
2023-11-01,P040,6256
2023-12-01,P001,2527
2023-12-01,P002,12403
2023-12-01,P003,1480
2023-12-01,P004,8190
2023-12-01,P005,3590
2023-12-01,P006,3305
2023-12-01,P007,1270
2023-12-01,P008,1509
2023-12-01,P009,3408
2023-12-01,P010,6967
2023-12-01,P011,10062
2023-12-01,P012,2124
2023-12-01,P013,12152
2023-12-01,P014,4098
2023-12-01,P015,3643
2023-12-01,P016,6079
2023-12-01,P017,6752
2023-12-01,P018,4375
2023-12-01,P019,4410
2023-12-01,P020,1808
2023-12-01,P021,2466
2023-12-01,P022,3540
2023-12-01,P023,687
2023-12-01,P024,1688
2023-12-01,P025,1765
2023-12-01,P026,1828
2023-12-01,P027,6657
2023-12-01,P028,4540
2023-12-01,P029,7537
2023-12-01,P030,11305
2023-12-01,P031,4277
2023-12-01,P032,7705
2023-12-01,P033,6197
2023-12-01,P034,5866
2023-12-01,P035,4025
2023-12-01,P036,4408
2023-12-01,P037,1871
2023-12-01,P038,3636
2023-12-01,P039,2343
2023-12-01,P040,3972
2024-01-01,P001,5185
2024-01-01,P002,9546
2024-01-01,P003,1318
2024-01-01,P004,11135
2024-01-01,P005,3841
2024-01-01,P006,2117
2024-01-01,P007,3517
2024-01-01,P008,2724
2024-01-01,P009,4963
2024-01-01,P010,1578
2024-01-01,P011,9533
2024-01-01,P012,1286
2024-01-01,P013,26614
2024-01-01,P014,2448
2024-01-01,P015,6426
2024-01-01,P016,3155
2024-01-01,P017,5369
2024-01-01,P018,2795
2024-01-01,P019,6255
2024-01-01,P020,4302
2024-01-01,P021,3252
2024-01-01,P022,2068
2024-01-01,P023,793
2024-01-01,P024,1792
2024-01-01,P025,1282
2024-01-01,P026,3469
2024-01-01,P027,7054
2024-01-01,P028,6407
2024-01-01,P029,3795
2024-01-01,P030,14627
2024-01-01,P031,2443
2024-01-01,P032,6710
2024-01-01,P033,7834
2024-01-01,P034,9630
2024-01-01,P035,10777
2024-01-01,P036,9596
2024-01-01,P037,1869
2024-01-01,P038,5298
2024-01-01,P039,2578
2024-01-01,P040,13967
2024-02-01,P001,5532
2024-02-01,P002,28445
2024-02-01,P003,1418
2024-02-01,P004,11798
2024-02-01,P005,3432
2024-02-01,P006,2376
2024-02-01,P007,2771
2024-02-01,P008,1971
2024-02-01,P009,5949
2024-02-01,P010,5871
2024-02-01,P011,15086
2024-02-01,P012,3063
2024-02-01,P013,18997
2024-02-01,P014,4317
2024-02-01,P015,6027
2024-02-01,P016,3020
2024-02-01,P017,3235
2024-02-01,P018,3773
2024-02-01,P019,3439
2024-02-01,P020,6252
2024-02-01,P021,6142
2024-02-01,P022,4932
2024-02-01,P023,1579
2024-02-01,P024,2307
2024-02-01,P025,1236
2024-02-01,P026,5783
2024-02-01,P027,8749
2024-02-01,P028,3218
2024-02-01,P029,4984
2024-02-01,P030,11016
2024-02-01,P031,4997
2024-02-01,P032,7276
2024-02-01,P033,8667
2024-02-01,P034,5871
2024-02-01,P035,8525
2024-02-01,P036,8813
2024-02-01,P037,2363
2024-02-01,P038,1776
2024-02-01,P039,6690
2024-02-01,P040,10889
2024-03-01,P001,3115
2024-03-01,P002,15669
2024-03-01,P003,1378
2024-03-01,P004,17351
2024-03-01,P005,3293
2024-03-01,P006,6621
2024-03-01,P007,3199
2024-03-01,P008,2556
2024-03-01,P009,5407
2024-03-01,P010,6365
2024-03-01,P011,9803
2024-03-01,P012,862
2024-03-01,P013,15891
2024-03-01,P014,3413
2024-03-01,P015,4774
2024-03-01,P016,4826
2024-03-01,P017,3705
2024-03-01,P018,3463
2024-03-01,P019,1778
2024-03-01,P020,6932
2024-03-01,P021,3119
2024-03-01,P022,6548
2024-03-01,P023,1404
2024-03-01,P024,2113
2024-03-01,P025,780
2024-03-01,P026,945
2024-03-01,P027,6709
2024-03-01,P028,5683
2024-03-01,P029,7955
2024-03-01,P030,10890
2024-03-01,P031,5207
2024-03-01,P032,20038
2024-03-01,P033,9272
2024-03-01,P034,833
2024-03-01,P035,6206
2024-03-01,P036,6865
2024-03-01,P037,2261
2024-03-01,P038,3840
2024-03-01,P039,3014
2024-03-01,P040,12124
2024-04-01,P001,2682
2024-04-01,P002,15577
2024-04-01,P003,1550
2024-04-01,P004,12807
2024-04-01,P005,2387
2024-04-01,P006,3541
2024-04-01,P007,979
2024-04-01,P008,4057
2024-04-01,P009,6086
2024-04-01,P010,3450
2024-04-01,P011,19096
2024-04-01,P012,4083
2024-04-01,P013,15412
2024-04-01,P014,5684
2024-04-01,P015,4734
2024-04-01,P016,3714
2024-04-01,P017,10638
2024-04-01,P018,2814
2024-04-01,P019,3662
2024-04-01,P020,4574
2024-04-01,P021,3964
2024-04-01,P022,9180
2024-04-01,P023,1400
2024-04-01,P024,4336
2024-04-01,P025,2165
2024-04-01,P026,2905
2024-04-01,P027,12134
2024-04-01,P028,5358
2024-04-01,P029,4901
2024-04-01,P030,7503
2024-04-01,P031,5443
2024-04-01,P032,9367
2024-04-01,P033,6378
2024-04-01,P034,7711
2024-04-01,P035,7834
2024-04-01,P036,6730
2024-04-01,P037,1206
2024-04-01,P038,2858
2024-04-01,P039,2386
2024-04-01,P040,12816
2024-05-01,P001,3078
2024-05-01,P002,11722
2024-05-01,P003,1622
2024-05-01,P004,19100
2024-05-01,P005,3509
2024-05-01,P006,1825
2024-05-01,P007,1787
2024-05-01,P008,5642
2024-05-01,P009,5122
2024-05-01,P010,2592
2024-05-01,P011,11547
2024-05-01,P012,3075
2024-05-01,P013,12545
2024-05-01,P014,2505
2024-05-01,P015,6798
2024-05-01,P016,8482
2024-05-01,P017,2274
2024-05-01,P018,5025
2024-05-01,P019,3669
2024-05-01,P020,4205
2024-05-01,P021,4493
2024-05-01,P022,5097
2024-05-01,P023,1642
2024-05-01,P024,1925
2024-05-01,P025,1234
2024-05-01,P026,2392
2024-05-01,P027,8531
2024-05-01,P028,8657
2024-05-01,P029,8873
2024-05-01,P030,11936
2024-05-01,P031,4630
2024-05-01,P032,5738
2024-05-01,P033,10093
2024-05-01,P034,10504
2024-05-01,P035,6580
2024-05-01,P036,13864
2024-05-01,P037,3782
2024-05-01,P038,3600
2024-05-01,P039,2246
2024-05-01,P040,7823
2024-06-01,P001,5336
2024-06-01,P002,22667
2024-06-01,P003,1278
2024-06-01,P004,12949
2024-06-01,P005,5201
2024-06-01,P006,2852
2024-06-01,P007,2942
2024-06-01,P008,3242
2024-06-01,P009,3808
2024-06-01,P010,2488
2024-06-01,P011,28372
2024-06-01,P012,2712
2024-06-01,P013,12731
2024-06-01,P014,3324
2024-06-01,P015,5810
2024-06-01,P016,3886
2024-06-01,P017,6339
2024-06-01,P018,4802
2024-06-01,P019,7256
2024-06-01,P020,7013
2024-06-01,P021,3754
2024-06-01,P022,3717
2024-06-01,P023,798
2024-06-01,P024,1668
2024-06-01,P025,1137
2024-06-01,P026,1643
2024-06-01,P027,7025
2024-06-01,P028,6403
2024-06-01,P029,4160
2024-06-01,P030,20973
2024-06-01,P031,2777
2024-06-01,P032,7913
2024-06-01,P033,6672
2024-06-01,P034,7221
