month,product_id,forecast_units
2022-04-01,P004,11001
2022-04-01,P005,1601
2022-04-01,P006,1918
2022-04-01,P007,1616
2022-04-01,P008,1746
2022-04-01,P009,2423
2022-04-01,P010,2509
2022-04-01,P011,5991
2022-04-01,P012,1779
2022-04-01,P013,6225
2022-04-01,P014,2491
2022-04-01,P015,3562
2022-04-01,P016,2837
2022-04-01,P017,4725
2022-04-01,P018,1532
2022-04-01,P019,3442
2022-04-01,P020,5120
2022-04-01,P021,2441
2022-04-01,P022,3391
2022-04-01,P023,838
2022-04-01,P024,2471
2022-04-01,P025,714
2022-04-01,P026,1786
2022-04-01,P027,5401
2022-04-01,P028,2993
2022-04-01,P029,4901
2022-04-01,P030,6775
2022-04-01,P031,2354
2022-04-01,P032,4770
2022-04-01,P033,5715
2022-04-01,P034,8320
2022-04-01,P035,6483
2022-04-01,P036,3318
2022-04-01,P037,1364
2022-04-01,P038,2814
2022-04-01,P039,2200
2022-04-01,P040,5816
2022-05-01,P001,3423
2022-05-01,P002,7582
2022-05-01,P003,950
2022-05-01,P004,10393
2022-05-01,P005,1104
2022-05-01,P006,1131
2022-05-01,P007,1455
2022-05-01,P008,1394
2022-05-01,P009,2443
2022-05-01,P010,2329
2022-05-01,P011,10338
2022-05-01,P012,2720
2022-05-01,P013,8092
2022-05-01,P014,2149
2022-05-01,P015,2023
2022-05-01,P016,2202
2022-05-01,P017,2708
2022-05-01,P018,1679
2022-05-01,P019,3562
2022-05-01,P020,3837
2022-05-01,P021,1307
2022-05-01,P022,1857
2022-05-01,P023,772
2022-05-01,P024,1826
2022-05-01,P025,584
2022-05-01,P026,1619
2022-05-01,P027,6830
2022-05-01,P028,3491
2022-05-01,P029,2606
2022-05-01,P030,6647
2022-05-01,P031,2472
2022-05-01,P032,2419
2022-05-01,P033,4926
2022-05-01,P034,2867
2022-05-01,P035,5003
2022-05-01,P036,3803
2022-05-01,P037,2321
2022-05-01,P038,2767
2022-05-01,P039,2628
2022-05-01,P040,7511
2022-06-01,P001,2386
2022-06-01,P002,5451
2022-06-01,P003,881
2022-06-01,P004,7083
2022-06-01,P005,1321
2022-06-01,P006,1452
2022-06-01,P007,1158
2022-06-01,P008,1456
2022-06-01,P009,3202
2022-06-01,P010,2605
2022-06-01,P011,7103
2022-06-01,P012,1597
2022-06-01,P013,8941
2022-06-01,P014,1829
2022-06-01,P015,1517
2022-06-01,P016,2149
2022-06-01,P017,3794
2022-06-01,P018,2009
2022-06-01,P019,2469
2022-06-01,P020,5699
2022-06-01,P021,2690
2022-06-01,P022,4210
2022-06-01,P023,1002
2022-06-01,P024,1706
2022-06-01,P025,1224
2022-06-01,P026,1957
2022-06-01,P027,4738
2022-06-01,P028,2072
2022-06-01,P029,6014
2022-06-01,P030,8012
2022-06-01,P031,1999
2022-06-01,P032,1902
2022-06-01,P033,4926
2022-06-01,P034,3812
2022-06-01,P035,5882
2022-06-01,P036,4383
2022-06-01,P037,1650
2022-06-01,P038,2650
2022-06-01,P039,1869
2022-06-01,P040,6776
2022-07-01,P001,1860
2022-07-01,P002,7357
2022-07-01,P003,941
2022-07-01,P004,4645
2022-07-01,P005,1963
2022-07-01,P006,972
2022-07-01,P007,2299
2022-07-01,P008,957
2022-07-01,P009,2034
2022-07-01,P010,1496
2022-07-01,P011,10016
2022-07-01,P012,1983
2022-07-01,P013,4994
2022-07-01,P014,1470
2022-07-01,P015,2756
2022-07-01,P016,2693
2022-07-01,P017,2508
2022-07-01,P018,1380
2022-07-01,P019,2269
2022-07-01,P020,4942
2022-07-01,P021,2125
2022-07-01,P022,2390
2022-07-01,P023,1163
2022-07-01,P024,2070
2022-07-01,P025,616
2022-07-01,P026,1302
2022-07-01,P027,4307
2022-07-01,P028,2333
2022-07-01,P029,4469
2022-07-01,P030,9340
2022-07-01,P031,1520
2022-07-01,P032,5033
2022-07-01,P033,4155
2022-07-01,P034,3017
2022-07-01,P035,4803
2022-07-01,P036,4406
2022-07-01,P037,1172
2022-07-01,P038,2101
2022-07-01,P039,2493
2022-07-01,P040,8244
2022-08-01,P001,1976
2022-08-01,P002,9279
2022-08-01,P003,480
2022-08-01,P004,7498
2022-08-01,P005,1530
2022-08-01,P006,1134
2022-08-01,P007,1791
2022-08-01,P008,1090
2022-08-01,P009,2260
2022-08-01,P010,2492
2022-08-01,P011,6971
2022-08-01,P012,1558
2022-08-01,P013,6900
2022-08-01,P014,1774
2022-08-01,P015,2932
2022-08-01,P016,1396
2022-08-01,P017,4112
2022-08-01,P018,1778
2022-08-01,P019,2230
2022-08-01,P020,7360
2022-08-01,P021,2656
2022-08-01,P022,2424
2022-08-01,P023,776
2022-08-01,P024,1280
2022-08-01,P025,1064
2022-08-01,P026,1157
2022-08-01,P027,6176
2022-08-01,P028,3187
2022-08-01,P029,3189
2022-08-01,P030,6646
2022-08-01,P031,1972
2022-08-01,P032,2918
2022-08-01,P033,4768
2022-08-01,P034,4188
2022-08-01,P035,3368
2022-08-01,P036,2826
2022-08-01,P037,929
2022-08-01,P038,2490
2022-08-01,P039,1755
2022-08-01,P040,5856
2022-09-01,P001,967
2022-09-01,P002,5516
2022-09-01,P003,798
2022-09-01,P004,4902
2022-09-01,P005,1243
2022-09-01,P006,702
2022-09-01,P007,1237
2022-09-01,P008,1055
2022-09-01,P009,2120
2022-09-01,P010,2570
2022-09-01,P011,6592
2022-09-01,P012,1153
2022-09-01,P013,5061
2022-09-01,P014,1595
2022-09-01,P015,2054
2022-09-01,P016,2478
2022-09-01,P017,3288
2022-09-01,P018,2318
2022-09-01,P019,1508
2022-09-01,P020,4955
2022-09-01,P021,2097
2022-09-01,P022,2416
2022-09-01,P023,878
2022-09-01,P024,1781
2022-09-01,P025,873
2022-09-01,P026,1371
2022-09-01,P027,5399
2022-09-01,P028,2916
2022-09-01,P029,3736
2022-09-01,P030,4386
2022-09-01,P031,1231
2022-09-01,P032,3038
2022-09-01,P033,2876
2022-09-01,P034,3064
2022-09-01,P035,5923
2022-09-01,P036,3072
2022-09-01,P037,452
2022-09-01,P038,2295
2022-09-01,P039,1458
2022-09-01,P040,7882
2022-10-01,P001,1559
2022-10-01,P002,5785
2022-10-01,P003,978
2022-10-01,P004,6595
2022-10-01,P005,1582
2022-10-01,P006,945
2022-10-01,P007,1620
2022-10-01,P008,1050
2022-10-01,P009,1883
2022-10-01,P010,1907
2022-10-01,P011,4346
2022-10-01,P012,1175
2022-10-01,P013,5501
2022-10-01,P014,1546
2022-10-01,P015,1731
2022-10-01,P016,2231
2022-10-01,P017,2494
2022-10-01,P018,1083
2022-10-01,P019,1943
2022-10-01,P020,4779
2022-10-01,P021,1769
2022-10-01,P022,1854
2022-10-01,P023,581
2022-10-01,P024,1441
2022-10-01,P025,698
2022-10-01,P026,1219
2022-10-01,P027,5017
2022-10-01,P028,2077
2022-10-01,P029,4775
2022-10-01,P030,3701
2022-10-01,P031,1541
2022-10-01,P032,3226
2022-10-01,P033,3983
2022-10-01,P034,3323
2022-10-01,P035,4076
2022-10-01,P036,3094
2022-10-01,P037,546
2022-10-01,P038,1419
2022-10-01,P039,1824
2022-10-01,P040,4768
2022-11-01,P001,2395
2022-11-01,P002,4907
2022-11-01,P003,485
2022-11-01,P004,5874
2022-11-01,P005,820
2022-11-01,P006,968
2022-11-01,P007,1320
2022-11-01,P008,725
2022-11-01,P009,2552
2022-11-01,P010,2649
2022-11-01,P011,5761
2022-11-01,P012,740
2022-11-01,P013,5682
2022-11-01,P014,2005
2022-11-01,P015,1992
2022-11-01,P016,2826
2022-11-01,P017,2462
2022-11-01,P018,2128
2022-11-01,P019,2299
2022-11-01,P020,5030
2022-11-01,P021,721
2022-11-01,P022,1340
2022-11-01,P023,938
2022-11-01,P024,1723
2022-11-01,P025,1140
2022-11-01,P026,1323
2022-11-01,P027,4156
2022-11-01,P028,2015
2022-11-01,P029,4066
2022-11-01,P030,3689
2022-11-01,P031,2035
2022-11-01,P032,2562
2022-11-01,P033,5358
2022-11-01,P034,2590
2022-11-01,P035,2714
2022-11-01,P036,3297
2022-11-01,P037,1314
2022-11-01,P038,1345
2022-11-01,P039,1690
2022-11-01,P040,5144
2022-12-01,P001,2478
2022-12-01,P002,7361
2022-12-01,P003,550
2022-12-01,P004,5533
2022-12-01,P005,1506
2022-12-01,P006,772
2022-12-01,P007,1386
2022-12-01,P008,1088
2022-12-01,P009,1467
2022-12-01,P010,1547
2022-12-01,P011,6779
2022-12-01,P012,2030
2022-12-01,P013,4578
2022-12-01,P014,2091
2022-12-01,P015,1903
2022-12-01,P016,1604
2022-12-01,P017,3604
2022-12-01,P018,891
2022-12-01,P019,1953
2022-12-01,P020,3520
2022-12-01,P021,2217
2022-12-01,P022,1218
2022-12-01,P023,940
2022-12-01,P024,2460
2022-12-01,P025,1038
2022-12-01,P026,837
2022-12-01,P027,3656
2022-12-01,P028,1771
2022-12-01,P029,3105
2022-12-01,P030,3177
2022-12-01,P031,2047
2022-12-01,P032,2448
2022-12-01,P033,4181
2022-12-01,P034,1697
2022-12-01,P035,2298
2022-12-01,P036,3633
2022-12-01,P037,1397
2022-12-01,P038,2224
2022-12-01,P039,1839
2022-12-01,P040,5307
2023-01-01,P001,2602
2023-01-01,P002,7724
2023-01-01,P003,509
2023-01-01,P004,4836
2023-01-01,P005,1372
2023-01-01,P006,1291
2023-01-01,P007,1324
2023-01-01,P008,1117
2023-01-01,P009,2752
2023-01-01,P010,2427
2023-01-01,P011,10086
2023-01-01,P012,1197
2023-01-01,P013,6645
2023-01-01,P014,2155
2023-01-01,P015,1832
2023-01-01,P016,2484
2023-01-01,P017,4008
2023-01-01,P018,1349
2023-01-01,P019,4141
2023-01-01,P020,4811
2023-01-01,P021,1255
2023-01-01,P022,2607
2023-01-01,P023,846
2023-01-01,P024,2067
2023-01-01,P025,1067
2023-01-01,P026,988
2023-01-01,P027,6889
2023-01-01,P028,3939
2023-01-01,P029,4725
2023-01-01,P030,4994
2023-01-01,P031,2559
2023-01-01,P032,1598
2023-01-01,P033,6051
2023-01-01,P034,2389
2023-01-01,P035,4558
2023-01-01,P036,4612
2023-01-01,P037,1228
2023-01-01,P038,3170
2023-01-01,P039,2649
2023-01-01,P040,3935
2023-02-01,P001,2706
2023-02-01,P002,8178
2023-02-01,P003,759
2023-02-01,P004,4742
2023-02-01,P005,1821
2023-02-01,P006,701
2023-02-01,P007,1177
2023-02-01,P008,1204
2023-02-01,P009,1733
2023-02-01,P010,2118
2023-02-01,P011,7448
2023-02-01,P012,1308
2023-02-01,P013,6927
2023-02-01,P014,1949
2023-02-01,P015,2862
2023-02-01,P016,2220
2023-02-01,P017,3401
2023-02-01,P018,1670
2023-02-01,P019,2290
2023-02-01,P020,5839
2023-02-01,P021,2038
2023-02-01,P022,2594
2023-02-01,P023,834
2023-02-01,P024,2177
2023-02-01,P025,750
2023-02-01,P026,1325
2023-02-01,P027,6837
2023-02-01,P028,4139
2023-02-01,P029,5542
2023-02-01,P030,7483
2023-02-01,P031,2210
2023-02-01,P032,2516
2023-02-01,P033,4952
2023-02-01,P034,4700
2023-02-01,P035,3786
2023-02-01,P036,5666
2023-02-01,P037,1490
2023-02-01,P038,2157
2023-02-01,P039,1820
2023-02-01,P040,8817
2023-03-01,P001,1956
2023-03-01,P002,7262
2023-03-01,P003,753
2023-03-01,P004,5907
2023-03-01,P005,1529
2023-03-01,P006,1012
2023-03-01,P007,2414
2023-03-01,P008,1452
2023-03-01,P009,2857
2023-03-01,P010,2434
2023-03-01,P011,10652
2023-03-01,P012,1841
2023-03-01,P013,9382
2023-03-01,P014,2360
2023-03-01,P015,2122
2023-03-01,P016,2437
2023-03-01,P017,3784
2023-03-01,P018,1437
2023-03-01,P019,3681
2023-03-01,P020,4621
2023-03-01,P021,4638
2023-03-01,P022,1473
2023-03-01,P023,1147
2023-03-01,P024,1552
2023-03-01,P025,608
2023-03-01,P026,1687
2023-03-01,P027,2981
2023-03-01,P028,4125
2023-03-01,P029,6691
2023-03-01,P030,6367
2023-03-01,P031,2753
2023-03-01,P032,5572
2023-03-01,P033,6019
2023-03-01,P034,3934
2023-03-01,P035,2761
2023-03-01,P036,5832
2023-03-01,P037,1373
2023-03-01,P038,2091
2023-03-01,P039,2287
2023-03-01,P040,5754
2023-04-01,P001,2447
2023-04-01,P002,8119
2023-04-01,P003,677
2023-04-01,P004,9669
2023-04-01,P005,1637
2023-04-01,P006,1122
2023-04-01,P007,2375
2023-04-01,P008,1661
2023-04-01,P009,2259
2023-04-01,P010,1983
2023-04-01,P011,7454
2023-04-01,P012,1982
2023-04-01,P013,8559
2023-04-01,P014,2027
2023-04-01,P015,2867
2023-04-01,P016,3192
2023-04-01,P017,2738
2023-04-01,P018,1966
2023-04-01,P019,4097
2023-04-01,P020,3673
2023-04-01,P021,2504
2023-04-01,P022,2066
2023-04-01,P023,1100
2023-04-01,P024,1921
2023-04-01,P025,1087
2023-04-01,P026,1047
2023-04-01,P027,4635
2023-04-01,P028,3726
2023-04-01,P029,4803
2023-04-01,P030,7664
2023-04-01,P031,2391
2023-04-01,P032,4434
2023-04-01,P033,6666
2023-04-01,P034,3775
2023-04-01,P035,4438
2023-04-01,P036,5492
2023-04-01,P037,1243
2023-04-01,P038,2941
2023-04-01,P039,2239
2023-04-01,P040,10666
2023-05-01,P001,3132
2023-05-01,P002,5618
2023-05-01,P003,811
2023-05-01,P004,5757
2023-05-01,P005,1164
2023-05-01,P006,934
2023-05-01,P007,1819
2023-05-01,P008,981
2023-05-01,P009,2654
2023-05-01,P010,2280
2023-05-01,P011,9624
2023-05-01,P012,1782
2023-05-01,P013,12414
2023-05-01,P014,2506
2023-05-01,P015,2384
2023-05-01,P016,1235
2023-05-01,P017,5533
2023-05-01,P018,2762
2023-05-01,P019,3851
2023-05-01,P020,3436
2023-05-01,P021,2590
2023-05-01,P022,2065
2023-05-01,P023,1246
2023-05-01,P024,3307
2023-05-01,P025,861
2023-05-01,P026,1183
2023-05-01,P027,5070
2023-05-01,P028,3407
2023-05-01,P029,5632
2023-05-01,P030,11067
2023-05-01,P031,1836
2023-05-01,P032,4287
2023-05-01,P033,5613
2023-05-01,P034,3239
2023-05-01,P035,5372
2023-05-01,P036,4771
2023-05-01,P037,1614
2023-05-01,P038,1462
2023-05-01,P039,2012
2023-05-01,P040,6773
2023-06-01,P001,2252
2023-06-01,P002,9461
2023-06-01,P003,920
2023-06-01,P004,6028
2023-06-01,P005,2462
2023-06-01,P006,1171
2023-06-01,P007,1774
2023-06-01,P008,1670
2023-06-01,P009,1132
2023-06-01,P010,2611
2023-06-01,P011,7390
2023-06-01,P012,1765
2023-06-01,P013,9555
2023-06-01,P014,1489
2023-06-01,P015,1409
2023-06-01,P016,3323
2023-06-01,P017,4074
2023-06-01,P018,1692
2023-06-01,P019,2979
2023-06-01,P020,6989
2023-06-01,P021,2619
2023-06-01,P022,2421
2023-06-01,P023,782
2023-06-01,P024,888
2023-06-01,P025,907
2023-06-01,P026,1952
2023-06-01,P027,5999
2023-06-01,P028,3046
2023-06-01,P029,4827
2023-06-01,P030,7954
2023-06-01,P031,2864
2023-06-01,P032,4143
2023-06-01,P033,4477
2023-06-01,P034,4891
2023-06-01,P035,3204
2023-06-01,P036,2489
2023-06-01,P037,1434
2023-06-01,P038,3397
2023-06-01,P039,2023
2023-06-01,P040,6869
2023-07-01,P001,2197
2023-07-01,P002,9037
2023-07-01,P003,574
2023-07-01,P004,7569
2023-07-01,P005,1480
2023-07-01,P006,1386
2023-07-01,P007,1273
2023-07-01,P008,1190
2023-07-01,P009,1600
2023-07-01,P010,2716
2023-07-01,P011,5192
2023-07-01,P012,1702
2023-07-01,P013,8664
2023-07-01,P014,2023
2023-07-01,P015,2275
2023-07-01,P016,2266
2023-07-01,P017,4575
2023-07-01,P018,1963
2023-07-01,P019,3526
2023-07-01,P020,4492
2023-07-01,P021,2322
2023-07-01,P022,1786
2023-07-01,P023,607
2023-07-01,P024,1761
2023-07-01,P025,550
2023-07-01,P026,2263
2023-07-01,P027,5515
2023-07-01,P028,2965
2023-07-01,P029,4192
2023-07-01,P030,7856
2023-07-01,P031,2132
2023-07-01,P032,3502
2023-07-01,P033,5162
2023-07-01,P034,5284
2023-07-01,P035,4652
2023-07-01,P036,3607
2023-07-01,P037,727
2023-07-01,P038,1691
2023-07-01,P039,1356
2023-07-01,P040,7682
2023-08-01,P001,2396
2023-08-01,P002,10111
2023-08-01,P003,541
2023-08-01,P004,6049
2023-08-01,P005,1654
2023-08-01,P006,1237
2023-08-01,P007,1841
2023-08-01,P008,1039
2023-08-01,P009,1821
2023-08-01,P010,1536
2023-08-01,P011,6521
2023-08-01,P012,1131
2023-08-01,P013,7076
2023-08-01,P014,2072
2023-08-01,P015,1645
2023-08-01,P016,1565
2023-08-01,P017,1907
2023-08-01,P018,1637
2023-08-01,P019,1563
2023-08-01,P020,3033
2023-08-01,P021,2684
2023-08-01,P022,1789
2023-08-01,P023,662
2023-08-01,P024,1715
2023-08-01,P025,713
2023-08-01,P026,1560
2023-08-01,P027,4249
2023-08-01,P028,1987
2023-08-01,P029,3131
2023-08-01,P030,5601
2023-08-01,P031,1952
2023-08-01,P032,3661
2023-08-01,P033,5685
2023-08-01,P034,3002
2023-08-01,P035,5490
2023-08-01,P036,4483
2023-08-01,P037,572
2023-08-01,P038,1489
2023-08-01,P039,995
2023-08-01,P040,4877
2023-09-01,P001,2647
2023-09-01,P002,6258
2023-09-01,P003,429
2023-09-01,P004,4716
2023-09-01,P005,2222
2023-09-01,P006,840
2023-09-01,P007,1590
2023-09-01,P008,1090
2023-09-01,P009,1508
2023-09-01,P010,1724
2023-09-01,P011,6053
2023-09-01,P012,1728
2023-09-01,P013,5298
2023-09-01,P014,1351
2023-09-01,P015,1725
2023-09-01,P016,1837
2023-09-01,P017,4149
2023-09-01,P018,1243
2023-09-01,P019,3905
2023-09-01,P020,3478
2023-09-01,P021,1496
2023-09-01,P022,1560
2023-09-01,P023,590
2023-09-01,P024,1172
2023-09-01,P025,1040
2023-09-01,P026,641
2023-09-01,P027,2563
2023-09-01,P028,2524
2023-09-01,P029,2683
2023-09-01,P030,4650
2023-09-01,P031,1357
2023-09-01,P032,1648
2023-09-01,P033,6618
2023-09-01,P034,2616
2023-09-01,P035,3767
2023-09-01,P036,3423
2023-09-01,P037,924
2023-09-01,P038,2216
2023-09-01,P039,1606
2023-09-01,P040,7300
2023-10-01,P001,1348
2023-10-01,P002,4776
2023-10-01,P003,643
2023-10-01,P004,7504
2023-10-01,P005,1009
2023-10-01,P006,929
2023-10-01,P007,1551
2023-10-01,P008,1139
2023-10-01,P009,2195
2023-10-01,P010,1846
2023-10-01,P011,5801
2023-10-01,P012,1298
2023-10-01,P013,8304
2023-10-01,P014,1625
2023-10-01,P015,1754
2023-10-01,P016,1757
2023-10-01,P017,4995
2023-10-01,P018,1011
2023-10-01,P019,3478
2023-10-01,P020,2404
2023-10-01,P021,1860
2023-10-01,P022,2078
2023-10-01,P023,682
2023-10-01,P024,1876
2023-10-01,P025,676
2023-10-01,P026,1370
2023-10-01,P027,3731
2023-10-01,P028,1872
2023-10-01,P029,4082
2023-10-01,P030,7690
2023-10-01,P031,1479
2023-10-01,P032,2900
2023-10-01,P033,3059
2023-10-01,P034,3371
2023-10-01,P035,5744
2023-10-01,P036,3305
2023-10-01,P037,1766
2023-10-01,P038,2132
2023-10-01,P039,1846
2023-10-01,P040,6577
2023-11-01,P001,2028
2023-11-01,P002,5304
2023-11-01,P003,1173
2023-11-01,P004,6238
2023-11-01,P005,1453
2023-11-01,P006,670
2023-11-01,P007,1708
2023-11-01,P008,995
2023-11-01,P009,2272
2023-11-01,P010,2086
2023-11-01,P011,5264
2023-11-01,P012,1797
2023-11-01,P013,6680
2023-11-01,P014,1655
2023-11-01,P015,2830
2023-11-01,P016,2656
2023-11-01,P017,3375
2023-11-01,P018,2103
2023-11-01,P019,3219
2023-11-01,P020,3859
2023-11-01,P021,2016
2023-11-01,P022,2143
2023-11-01,P023,982
2023-11-01,P024,1830
2023-11-01,P025,570
2023-11-01,P026,2076
2023-11-01,P027,3608
2023-11-01,P028,2362
2023-11-01,P029,2522
2023-11-01,P030,8560
2023-11-01,P031,1177
2023-11-01,P032,2422
2023-11-01,P033,3739
2023-11-01,P034,3510
2023-11-01,P035,3371
2023-11-01,P036,3734
2023-11-01,P037,971
2023-11-01,P038,2146
2023-11-01,P039,2089
2023-11-01,P040,4784
2023-12-01,P001,1917
2023-12-01,P002,5479
2023-12-01,P003,844
2023-12-01,P004,8082
2023-12-01,P005,1775
2023-12-01,P006,1698
2023-12-01,P007,1719
2023-12-01,P008,1380
2023-12-01,P009,2334
2023-12-01,P010,1935
2023-12-01,P011,5323
2023-12-01,P012,1503
2023-12-01,P013,5484
2023-12-01,P014,2105
2023-12-01,P015,1665
2023-12-01,P016,2650
2023-12-01,P017,5018
2023-12-01,P018,1338
2023-12-01,P019,2804
2023-12-01,P020,4259
2023-12-01,P021,1283
2023-12-01,P022,1719
2023-12-01,P023,724
2023-12-01,P024,1185
2023-12-01,P025,1207
2023-12-01,P026,1184
2023-12-01,P027,4666
2023-12-01,P028,2934
2023-12-01,P029,4172
2023-12-01,P030,7060
2023-12-01,P031,2162
2023-12-01,P032,4994
2023-12-01,P033,4087
2023-12-01,P034,4308
2023-12-01,P035,1707
2023-12-01,P036,2962
2023-12-01,P037,1033
2023-12-01,P038,2592
2023-12-01,P039,1297
2023-12-01,P040,6020
2024-01-01,P001,2073
2024-01-01,P002,3795
2024-01-01,P003,909
2024-01-01,P004,7084
2024-01-01,P005,2308
2024-01-01,P006,946
2024-01-01,P007,2297
2024-01-01,P008,1270
2024-01-01,P009,2399
2024-01-01,P010,2117
2024-01-01,P011,8269
2024-01-01,P012,1474
2024-01-01,P013,5376
2024-01-01,P014,1803
2024-01-01,P015,2206
2024-01-01,P016,2979
2024-01-01,P017,4667
2024-01-01,P018,1458
2024-01-01,P019,2855
2024-01-01,P020,5904
2024-01-01,P021,1380
2024-01-01,P022,1449
2024-01-01,P023,1166
2024-01-01,P024,1712
2024-01-01,P025,701
2024-01-01,P026,1370
2024-01-01,P027,6352
2024-01-01,P028,2177
2024-01-01,P029,4353
2024-01-01,P030,10361
2024-01-01,P031,1830
2024-01-01,P032,3377
2024-01-01,P033,5033
2024-01-01,P034,4871
2024-01-01,P035,5076
2024-01-01,P036,3705
2024-01-01,P037,1714
2024-01-01,P038,1597
2024-01-01,P039,2003
2024-01-01,P040,6474
2024-02-01,P001,2359
2024-02-01,P002,8090
2024-02-01,P003,830
2024-02-01,P004,8569
2024-02-01,P005,1711
2024-02-01,P006,1059
2024-02-01,P007,2386
2024-02-01,P008,1529
2024-02-01,P009,2637
2024-02-01,P010,4114
2024-02-01,P011,8651
2024-02-01,P012,1975
2024-02-01,P013,8883
2024-02-01,P014,1881
2024-02-01,P015,3573
2024-02-01,P016,2990
2024-02-01,P017,4404
2024-02-01,P018,428
2024-02-01,P019,3567
2024-02-01,P020,5844
2024-02-01,P021,2344
2024-02-01,P022,2724
2024-02-01,P023,1234
2024-02-01,P024,1597
2024-02-01,P025,1109
2024-02-01,P026,1764
2024-02-01,P027,6069
2024-02-01,P028,2867
2024-02-01,P029,3644
2024-02-01,P030,6504
2024-02-01,P031,2852
2024-02-01,P032,4474
2024-02-01,P033,5730
2024-02-01,P034,2552
2024-02-01,P035,4250
2024-02-01,P036,3871
2024-02-01,P037,1223
2024-02-01,P038,2280
2024-02-01,P039,2932
2024-02-01,P040,7635
2024-03-01,P001,2445
2024-03-01,P002,10722
2024-03-01,P003,799
2024-03-01,P004,9364
2024-03-01,P005,1218
2024-03-01,P006,1549
2024-03-01,P007,1778
2024-03-01,P008,2039
2024-03-01,P009,3352
2024-03-01,P010,3816
2024-03-01,P011,4938
2024-03-01,P012,1879
2024-03-01,P013,7449
2024-03-01,P014,2317
2024-03-01,P015,1951
2024-03-01,P016,2915
2024-03-01,P017,3276
2024-03-01,P018,1601
2024-03-01,P019,3213
2024-03-01,P020,4652
2024-03-01,P021,2818
2024-03-01,P022,2959
2024-03-01,P023,1045
2024-03-01,P024,2971
2024-03-01,P025,969
2024-03-01,P026,1557
2024-03-01,P027,5159
2024-03-01,P028,3163
2024-03-01,P029,6058
2024-03-01,P030,7804
2024-03-01,P031,2284
2024-03-01,P032,6012
2024-03-01,P033,5500
2024-03-01,P034,3718
2024-03-01,P035,3203
2024-03-01,P036,3736
2024-03-01,P037,1509
2024-03-01,P038,1821
2024-03-01,P039,1562
2024-03-01,P040,7145
2024-04-01,P001,3023
2024-04-01,P002,10777
2024-04-01,P003,864
2024-04-01,P004,6139
2024-04-01,P005,1948
2024-04-01,P006,1416
2024-04-01,P007,2096
2024-04-01,P008,1650
2024-04-01,P009,2245
2024-04-01,P010,2358
2024-04-01,P011,10488
2024-04-01,P012,2159
2024-04-01,P013,9533
2024-04-01,P014,2861
2024-04-01,P015,3197
2024-04-01,P016,3351
2024-04-01,P017,5206
2024-04-01,P018,1315
2024-04-01,P019,2813
2024-04-01,P020,3262
2024-04-01,P021,1835
2024-04-01,P022,2516
2024-04-01,P023,822
2024-04-01,P024,1885
2024-04-01,P025,950
2024-04-01,P026,1016
2024-04-01,P027,5236
2024-04-01,P028,3697
2024-04-01,P029,5196
2024-04-01,P030,6650
2024-04-01,P031,2491
2024-04-01,P032,6915
2024-04-01,P033,6076
2024-04-01,P034,3327
2024-04-01,P035,5922
2024-04-01,P036,2746
2024-04-01,P037,2001
2024-04-01,P038,1651
2024-04-01,P039,1696
2024-04-01,P040,7278
2024-05-01,P001,2759
2024-05-01,P002,8146
2024-05-01,P003,794
2024-05-01,P004,7992
2024-05-01,P005,1646
2024-05-01,P006,1122
2024-05-01,P007,2355
2024-05-01,P008,1744
2024-05-01,P009,2172
2024-05-01,P010,1799
2024-05-01,P011,7084
2024-05-01,P012,2046
2024-05-01,P013,13257
2024-05-01,P014,1977
2024-05-01,P015,2465
2024-05-01,P016,3318
2024-05-01,P017,2062
2024-05-01,P018,2371
2024-05-01,P019,2960
2024-05-01,P020,5158
2024-05-01,P021,2954
2024-05-01,P022,3009
2024-05-01,P023,1031
2024-05-01,P024,1303
2024-05-01,P025,903
2024-05-01,P026,2170
2024-05-01,P027,6181
2024-05-01,P028,3809
2024-05-01,P029,5308
2024-05-01,P030,9137
2024-05-01,P031,2370
2024-05-01,P032,3017
2024-05-01,P033,5166
2024-05-01,P034,4566
2024-05-01,P035,4788
2024-05-01,P036,4506
2024-05-01,P037,2814
2024-05-01,P038,3101
2024-05-01,P039,911
2024-05-01,P040,5654
2024-06-01,P001,3416
2024-06-01,P002,6242
2024-06-01,P003,421
2024-06-01,P004,7581
2024-06-01,P005,1858
2024-06-01,P006,1257
2024-06-01,P007,1431
2024-06-01,P008,1706
2024-06-01,P009,2445
2024-06-01,P010,2609
2024-06-01,P011,11025
2024-06-01,P012,1628
2024-06-01,P013,5642
2024-06-01,P014,2157
2024-06-01,P015,2759
2024-06-01,P016,3481
2024-06-01,P017,3576
2024-06-01,P018,1711
2024-06-01,P019,1918
2024-06-01,P020,7846
2024-06-01,P021,2058
2024-06-01,P022,2008
2024-06-01,P023,853
2024-06-01,P024,1734
2024-06-01,P025,888
2024-06-01,P026,853
2024-06-01,P027,5988
2024-06-01,P028,4175
2024-06-01,P029,4265
2024-06-01,P030,11747
2024-06-01,P031,2264
2024-06-01,P032,4440
2024-06-01,P033,6188
2024-06-01,P034,3846
2024-06-01,P035,5229
2024-06-01,P036,6830
2024-06-01,P037,1647
2024-06-01,P038,2487
2024-06-01,P039,1915
2024-06-01,P040,5502
2024-07-01,P001,3047
2024-07-01,P002,10771
2024-07-01,P003,679
2024-07-01,P004,7642
2024-07-01,P005,1596
2024-07-01,P006,1389
